site_name,lat,long,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30
Mines Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mines Peak,39.794391,-105.76398000000002,,,,,,,,,,,,,,0.046930571428571426,,,,,,,,,,0.045912999999999995,,,,,,,,,,,,,,,0.04914792857142857,,,,,,,,,,,0.04802939285714286,0.047636785714285715,,,0.05309682142857143,,,0.047217,,
Mines Peak,39.794391,-105.76398,,,0.05053129411764706,0.0542275,0.0502764,0.05637575,0.05853893548387097,0.05696774193548387,0.04805082758620689,0.039831032258064517,0.0441549,0.043456833333333326,0.043933548387096774,,0.04679825,,0.05132067741935484,0.05270003333333333,0.04705412,0.05311451612903226,0.04897372413793103,0.043322516129032256,,,0.04437253333333333,0.042215499999999996,,,,,0.04917936842105263,0.05817154166666667,0.05024872727272727,0.04628467741935484,0.046513766666666664,0.04761935294117647,,0.046974159999999994,,0.051276499999999996,0.05367167741935484,0.053959851851851856,0.060366633333333336,0.054015193548387096,0.050386966666666665,0.044180322580645165,0.04335096666666667,0.04477443333333333,0.047051290322580645,,,0.051604185185185183,,,0.049281129032258064,0.053874741935483875,,,
Mines Peak,39.794391,-105.76397999999999,,,,,,,,,,,,,,,,0.0470824,,,,,,,0.04445782608695652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mines Peak,39.794391000000005,-105.76398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04612669230769231,,,,,,,,,,,,,,,,0.050741999999999995,,,,,,
NATIONAL RENEWABLE ENERGY LABS - NREL,39.74372399999999,-105.177989,,,,,,,,,,,,,0.03425059259259259,,,,,,,,,,,0.032816962962962964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL RENEWABLE ENERGY LABS - NREL,39.743724,-105.177989,0.0323921,0.032375928571428576,0.041222,0.043743300000000006,0.04584435483870968,0.0492372,,0.054890620689655174,0.045055733333333334,0.030754548387096774,0.034678499999999994,0.03362346666666667,,0.032245750000000004,0.04255596428571429,,0.04173858064516129,0.04881853333333333,0.050284645161290324,0.051945032258064516,0.0462351724137931,0.03414235483870968,,,0.03350596666666667,0.03631514285714286,0.03599429032258065,0.04291210344827586,0.04721963333333334,0.048852933333333334,0.05015206451612903,0.06053578571428571,0.04787820689655173,0.036656548387096775,0.035909833333333335,0.0351358275862069,0.03396473333333334,0.032970571428571425,0.04281176666666667,0.044158833333333335,0.042601483870967745,0.05397646666666667,0.06274196774193548,0.057738032258064516,0.0522804,0.04021558064516129,0.035619566666666665,0.036651100000000006,0.03486912903225806,0.04033821428571428,0.041341580645161295,0.046435366666666665,0.04558825,0.05022943333333333,0.05195096666666667,0.054500903225806446,0.04565920689655172,,
NATIONAL RENEWABLE ENERGY LABS - NREL,39.743724,-105.17798899999998,,,,,,,0.051955875000000006,,,,,,,,,0.042187583333333334,,,,,,,0.028379958333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood,38.132,-108.28500000000001,,,,0.04713233333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood,38.132,-108.285,,,,,0.0498121935483871,0.047223433333333335,0.046741200000000004,0.048021466666666665,0.038756344827586206,0.027454888888888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palisade-Water Treatment,39.130575,-108.31383500000001,,0.03519434782608696,0.04039758620689655,0.04637847826086956,,,,,,,0.02911958620689655,,,,,0.044156206896551725,,0.04793510344827586,,,,,,,,0.036876241379310344,,0.04254365517241379,,,,,,,0.03041986206896552,0.028016103448275865,,,,,,,,,,,0.02632044827586207,0.029925,,,,,,0.04622713793103448,,,0.038851827586206894,,
Palisade-Water Treatment,39.130575,-108.313835,0.026264769230769234,,,,0.0485218064516129,0.04868823333333334,0.05057680645161291,0.0471941,0.0394196,0.027990548387096775,,0.028652666666666667,0.02974426923076923,0.039775142857142856,0.0403902,,0.04565464516129032,,0.043537233333333335,0.045345166666666666,0.0419961,0.037284709677419356,0.03230088461538461,0.026556416666666666,0.028296333333333337,,0.03781403225806451,,0.0448333,0.0447843,0.042292166666666665,0.05033764516129032,0.039172566666666665,0.03555412903225807,,,0.03239858064516129,0.03496944444444444,0.04061293548387097,0.044025466666666666,0.045794133333333334,0.04508823333333333,0.05208916129032258,0.04727135483870967,0.04190783333333334,0.030482032258064517,,,0.032859451612903226,0.039511962962962964,0.04014606451612904,0.043862733333333334,0.04524474193548387,,0.045470709677419355,0.04328774193548387,,,
"Paonia, Colorado",38.8764,-107.6023,,,,,0.03895496666666667,0.03739558620689656,0.03718262068965517,0.0371482,0.033117633333333334,0.023918322580645163,,0.027835833333333334,0.029804483870967742,0.037231071428571426,0.04060775,0.043874500000000004,0.04402093548387097,0.0446765,0.03780596666666667,0.04056170967741935,,0.03686154838709678,0.03319325,0.029875933333333334,0.031184225806451613,0.03772213793103448,0.03720606896551724,0.04131113043478261,0.0422211724137931,0.04245873333333334,0.03822,0.046715599999999996,0.03745706896551724,0.03439470967741935,0.030811766666666667,0.030675482758620688,0.03330358064516129,0.03497132142857143,0.04054703333333333,0.04403136666666666,0.04555409677419355,0.042369785714285714,0.04726183870967742,0.04275467741935484,0.039746034482758624,0.03167793548387097,0.029426400000000002,0.03196165384615385,0.036002933333333334,0.041090777777777775,0.0418216,0.0444392,,,,,,,
"Paonia, Colorado",38.8764,-107.60229999999999,,,,0.0387702,,,,,,,0.027379666666666663,,,,,,,,,,0.03758495238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045437000000000005,,,,,,
Paradox,38.34274299999999,-108.99495,,,,,,,0.04562744444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradox,38.342743,-108.99495,0.026096838709677418,,0.037943954545454545,0.04685282142857143,0.049422,0.047573896551724136,,0.04244118181818182,0.036723566666666665,0.027360612903225806,0.029953275862068966,0.026093961538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradox,38.342743,-108.99494999999999,,0.034349950000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawnee Buttes,40.813,-104.03600000000002,,0.0378086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawnee Buttes,40.813,-104.036,0.03767124,,0.042869000000000004,0.04522943333333333,0.04738525806451613,0.04706211111111111,0.053463032258064515,0.04928348387096774,0.04044316666666667,0.032859769230769234,0.035603592592592596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawnee Buttes,40.813,-104.03599999999999,,,,,,,,,,,,0.0371012380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platteville Atmospheric Observatory,40.181625,-104.72613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04008989473684211,0.04175217857142858,0.047837758620689654,0.03816590909090909,0.030229863636363638,,0.019747583333333332,0.02115173913043478,0.030401434782608695,,0.04007564285714286,,0.045367791666666664,0.05529025806451612,0.04963289655172414,,0.034760535714285716,,0.029350857142857144,0.02268306451612903,0.032163166666666666,0.03733770967741936,,0.042270111111111106,0.04712969565217391,0.04930827586206896,0.04902521428571428,0.040818071428571426,,
Platteville Atmospheric Observatory,40.181625000000004,-104.72613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0229628,,,,0.039602000000000005,,0.03788046666666667,,,,0.044079,,0.02864706666666667,,,,,0.042919599999999995,,,,,,,
ROCKY FLATS-N,39.912799,-105.188587,0.0363358064516129,0.03658928571428571,0.044290290322580646,0.047426357142857145,0.049740964285714284,0.05224848148148148,0.05692035483870968,0.05541753333333333,0.044878137931034484,0.03208167741935484,0.03640711111111111,0.03388716666666667,0.03550983333333333,0.03294314285714286,0.04379806666666666,0.044688481481481475,0.04181763333333333,0.04944316666666667,0.050185903225806454,0.05229606451612903,0.0482594,0.03676670967741936,0.03250203333333333,0.03666476666666667,0.03812353333333333,0.040827551724137934,0.03909042307692308,0.04699193103448276,0.045821633333333334,0.049420846153846155,0.04997158064516129,0.058265645161290326,0.050327555555555556,0.03796890322580645,0.037578172413793104,0.03637256666666667,0.03453890322580645,0.03455988888888889,0.0440823,0.045317666666666666,0.0430151935483871,0.05381376666666667,0.06218974193548387,0.05884616129032258,0.054490827586206894,0.04157674193548387,0.037082533333333334,0.03869016666666667,0.03681486206896552,0.04208192857142857,0.0430412,0.04816666666666667,0.04705877419354839,0.052176499999999994,0.05296587096774193,0.05513093548387096,0.04764903448275862,,
"Rangely, Golf Course",40.086944,-108.761389,0.02926196774193548,0.039455785714285714,0.0421765,0.0470353,0.05094576666666666,0.049931399999999994,0.05066863333333334,0.046432,0.038619766666666666,0.02566361290322581,0.025951000000000002,0.0256667,0.028999653846153845,0.043178607142857144,0.0428196,0.04098833333333333,0.042840645161290325,0.04468717857142857,0.042470612903225805,0.04245738709677419,0.04041175862068966,0.03457687096774193,0.02829407142857143,0.022717666666666667,0.03203990322580645,0.03931241379310345,0.036519137931034486,0.04029616666666667,0.04204273333333333,0.04357456666666667,0.04193158064516129,0.047990451612903225,0.03887903703703704,0.03377072413793104,0.028888233333333336,0.02725,0.03459715384615385,0.03552728571428571,0.03821563333333333,0.04217256666666667,0.04453529999999999,0.04451682142857143,0.050956322580645155,0.04855162068965517,0.041196500000000004,0.03066416129032258,0.02533926666666667,0.032275275862068964,0.033816000000000006,0.04096077777777778,0.0416518,0.0427647,0.04265886666666666,0.0461325,0.04461376666666667,0.04425303333333333,,,
Rifle-Health Dept,39.541819999999994,-107.784125,,0.027876714285714286,,,,,,,,,,,,0.031634357142857145,,,,,,,,,,,,,,,,,,,,,,,,0.030304642857142856,,,,,,,,,,,,,,,,,,,0.030773142857142857,,
Rifle-Health Dept,39.54182,-107.784125,0.018307806451612903,,0.03310986666666667,0.040509833333333335,0.04323154838709678,0.04373761111111111,0.04216887096774193,0.03892793548387097,0.03144831034482758,0.022239903225806452,0.020352833333333334,0.0204604,0.022328225806451614,,0.033531379310344826,0.03630227586206897,0.037009,0.039422384615384616,0.03347061290322581,0.03585103333333333,0.033451,0.02944406451612903,0.023026966666666666,0.019998033333333335,0.021846354838709676,0.03152941379310345,0.030617290322580645,0.03731956666666667,0.03944896666666666,0.03936273333333333,0.034297870967741936,0.04049906896551724,0.03139996666666667,0.027003838709677416,0.022035199999999998,0.020262733333333335,0.02378364516129032,,0.03442387096774194,0.03950203333333333,0.040768451612903225,0.0393589,0.04555025806451613,0.04134316666666667,0.03514473333333334,0.024561645161290325,0.017517733333333334,0.0222886,0.02575706451612903,0.03160781481481482,0.03435864516129032,0.0384549,0.038988580645161294,0.03943133333333334,0.03695825806451613,0.036516064516129036,,,
Ripple Creek Pass,40.084999999999994,-107.312,,,,,,0.054177896551724135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripple Creek Pass,40.085,-107.312,,,,,,,0.05875716129032258,0.05627135483870968,0.0494289,0.031202666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky Mountain NP - Long's Peak,40.27813,-105.54564,0.04368368852459017,0.045130226415094336,0.04802078333333334,0.05060688333333333,0.048397050000000004,0.0514127,0.05097254838709678,0.053121786885245895,0.04606794827586207,0.03552272580645161,0.043695851851851854,0.0427186,0.04458254838709677,0.04545483928571429,0.050372,0.047775896551724144,0.045182183333333334,0.047594685185185184,0.04317351666666667,0.0456132,0.04470384482758621,0.04104174193548387,0.04097088888888889,,0.04477049180327869,0.04466481818181818,0.04551793333333333,,0.0455333,0.04550463157894737,0.04569064516129032,0.05190762068965517,,,0.04120315517241379,,0.043112,0.04477861818181818,0.047306883333333334,0.04851145,0.04527693333333334,0.04928475,0.05500475806451613,0.05355304918032787,0.05051583333333333,0.04419824193548387,,0.04497363333333333,0.04662522580645161,0.04715507272727273,0.04716888709677419,0.05074905,,0.0485461,0.04747912765957447,0.048339233333333335,,,
Rocky Mountain NP - Long's Peak,40.27813,-105.54563999999999,,,,,,,,,,,,,,,,,,,,,,,,0.04487138983050848,,,,0.04842776271186441,,,,,0.044751152542372885,0.04088035593220339,,0.04168018644067797,,,,,,,,,,,0.04283303389830509,,,,,,0.047660084745762714,,,,,,
"Rocky Mountain School, Carbondale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rocky Mountain School, Carbondale",39.4125,-107.23056000000001,,0.03282354166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035723125,0.039595625,,,,,,,,,,,,,,,,,,,,,
"Rocky Mountain School, Carbondale",39.4125,-107.23056,0.025066125,,,0.04338436666666667,0.04399248387096774,0.04346,0.043125533333333334,0.040687466666666665,0.03359457142857143,0.02338325806451613,0.0249609,,0.03050658064516129,0.0412605,0.038613464285714286,0.0428138,0.04166409677419355,0.04174575862068965,0.033597966666666666,0.032535999999999995,,,,0.0317451,0.03510048387096774,0.04333662068965517,0.04309611111111111,0.04628826666666667,0.04632832258064516,0.045629333333333334,0.04043451612903226,0.04730296296296296,0.038552833333333335,0.03772746666666667,0.0315863,0.030884266666666667,,,0.04093922580645161,0.04723323333333333,0.04525809677419355,0.043413758620689656,0.04576851612903226,0.04294870967741935,0.041201999999999996,0.03270974193548387,0.027302241379310345,0.031527566666666666,,,,,,,,,,,
"Rocky Mountain School, Carbondale",39.4125,-107.23055999999998,,,,,,,,,,,,,,,,,,,,,,,0.030949318181818185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rocky Mountain School, Carbondale",39.41250000000001,-107.23056,,,0.03836203846153846,,,,,,,,,0.029149384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silt-Collbran,39.339999999999996,-107.71,,,,,0.055320678571428576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silt-Collbran,39.34,-107.71000000000001,,,,,,,,,,0.03344346153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silt-Collbran,39.34,-107.71,,,,0.0557485625,,0.05374516666666666,0.0568291935483871,0.054540774193548386,0.04691766666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunlight Mountain,39.426,-107.38,0.04228658064516129,0.04185710714285714,0.04531109677419355,,0.05161287096774193,,,0.05756009677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunlight Mountain,39.426,-107.37999999999998,,,,0.05027446666666667,,0.05447643333333333,0.060841233333333335,,0.0498726,0.03936206666666667,0.047431299999999996,0.047496133333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TowaocUMU2,37.20006,-108.73310000000001,,,,,,,,,,,,,,,,,,,,,,,0.0370811724137931,,,0.038394068965517246,,,,,,,,,,,,,,,,0.04452741379310345,,,,,,,,,,,,0.045011931034482755,,,0.037736310344827585,,
TowaocUMU2,37.20006,-108.7331,,,,,,,,,,,,,,,,,,,,0.0469592,0.0442216,0.04249529032258064,,0.031329499999999996,0.03563183870967742,,0.04005096666666667,0.045841233333333335,0.04912943333333333,0.045050999999999994,0.04197283870967742,0.04938636666666667,0.043270600000000006,0.03826374193548387,0.0339294,0.0311589,0.034770419354838704,0.03827310714285714,0.041614774193548386,0.0440353,0.04917267741935484,,0.048252322580645164,0.04439370967741935,0.04057175,0.03583490322580645,0.03231373333333334,0.03145333333333333,0.032695357142857144,0.03873332142857143,0.04041738709677419,0.0438981,0.04617651612903226,,0.04685012903225806,0.04363564516129032,,,
Trout Creek Pass,38.91,-106.001,,,,0.055938,0.056080310344827584,0.053062733333333334,0.05607216129032258,0.053495193548387096,0.04612006666666667,0.03529625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. AIR FORCE ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. AIR FORCE ACADEMY,38.95834099999999,-104.817215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04154025925925926,,,,,,,,,,,,,,
U.S. AIR FORCE ACADEMY,38.958341,-104.817215,0.025851000000000002,0.031749964285714284,0.04072458064516129,0.0451431,0.04483926666666667,0.04697646666666667,0.047672285714285716,0.04372487096774194,0.03533526666666666,0.02642857142857143,0.028775500000000002,0.026941,,,,,0.03849423076923077,0.041384333333333335,0.03959587096774194,0.043104428571428564,0.03906356666666667,0.030282709677419355,0.024913766666666667,0.026468666666666665,0.03053441935483871,0.03385996551724138,0.03577053333333333,0.04205886666666667,0.04340035483870967,,0.042580612903225804,0.04749332258064516,0.03889803333333333,0.031816,0.03036103448275862,0.02804903333333333,0.029102451612903226,0.03221632142857143,0.039673548387096774,0.04048796666666667,0.039785580645161286,0.04379023333333333,0.051537,0.05011206451612903,,0.03581416129032258,0.030284199999999997,0.033485655172413795,0.02848958064516129,0.03471007142857143,0.03776848387096774,0.046701793103448276,0.04390693333333333,0.041378766666666664,0.04166406451612903,0.043254258064516125,0.03477686206896552,,
U.S. AIR FORCE ACADEMY,38.958341,-104.81721499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04190364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTE 1,37.13678,-107.62863,0.023654333333333333,0.031788333333333335,,0.04393991304347826,0.04319420689655172,0.03857766666666667,0.04249417241379311,0.039699000000000005,0.033262733333333336,0.026689193548387096,0.02573148148148148,0.0238826875,,,,,,,0.037481695652173914,0.037041631578947375,,0.0335883,0.02943365,,0.02792035483870968,0.03224141379310345,0.034719346153846156,0.03993133333333333,0.0421255,0.04008036666666667,0.03662041935483871,0.04139213333333334,0.03695676666666667,0.031635166666666666,0.02671382142857143,0.02414406896551724,0.02850851724137931,0.034651714285714286,0.03844628571428571,0.04053353846153846,0.04312803448275862,0.04248454166666666,0.04315045161290323,,0.03819485714285714,0.03246637931034483,0.027960413793103447,,0.032795064516129034,0.03906938461538461,0.039909714285714284,0.04243006666666667,0.045200322580645165,0.04214914285714285,0.04424016129032258,0.039477,0.03470533333333334,0.029807035714285716,
UTE 1,37.13678,-107.62862999999999,,,0.035772319999999996,,,,,,,,,,,,,,,0.0421552,,,0.035759727272727276,,,0.02419840909090909,,,,,,,,,,,,,,,,,,,,0.040928519999999996,,,,0.0290014,,,,,,,,,,,
UTE 3,37.10258,-107.87021900000002,,,,,,,,,,,,,,,,,,,0.040133714285714286,,,,0.029928619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTE 3,37.10258,-107.870219,0.023808222222222224,0.03371977272727273,0.03755842857142857,0.04682417391304348,0.045391724137931036,0.04075413333333333,0.042736322580645164,0.042631633333333335,0.03565306896551724,0.027530962962962962,0.027353391304347826,0.024856172413793107,,0.0376765,0.0405866923076923,0.04242918518518519,0.043642821428571434,0.045530111111111105,,,0.03798208333333333,,,0.02441559090909091,0.027878516129032256,0.032880285714285716,0.03590269230769231,0.042221068965517236,0.04468258064516129,0.042746928571428575,,0.044025933333333336,0.04063903571428572,,0.02920146666666667,0.02503206896551724,0.029257724137931033,0.03537251851851852,0.04060345161290323,,0.046692322580645165,0.04441015384615384,0.048935818181818184,0.043615548387096775,,0.03386559259259259,0.0278313,0.027242291666666668,0.030774709677419354,,0.04106519230769231,0.04414896551724137,0.046593225806451616,0.04366576666666667,0.04521429032258065,0.04107034482758621,0.036969464285714286,0.029622741935483872,0.031
UTE 3,37.10258,-107.87021899999999,,,,,,,,,,,,,0.022217599999999997,,,,,,,0.04054075,,0.0350001,,,,,,,,,0.03845392,,,0.03255284,,,,,,0.04479064,,,,,0.04192552,,,,,0.03631056,,,,,,,,,
WELCH,39.638781,-105.13948000000002,,,,,,,,,0.03180538461538462,,,,,0.029314423076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELCH,39.638781,-105.13948,0.02786658064516129,0.027806037037037035,0.038456413793103446,0.04038015,0.04105871428571428,0.04451414814814814,0.048830874999999996,0.0478235625,,0.018899764705882352,0.02773404347826087,0.0278707,0.03090364,,0.03913096774193549,0.041448566666666666,0.039292172413793104,0.044790166666666666,0.045163857142857144,0.04857083870967742,0.04260103333333333,0.031180322580645164,0.026064666666666667,0.029305933333333332,0.03138043333333333,0.03523528571428571,0.03616893548387097,0.0424191724137931,0.04184825806451613,0.04338544827586207,0.043797666666666665,0.05293177419354839,0.04172546666666667,0.03200951612903226,0.0296978275862069,0.02932051724137931,,,,,,,,,,,,,,,,,,,,,,,
Welby,39.838119,-104.94984000000001,,,0.028333428571428572,,,,,,0.029003310344827584,,0.01847803448275862,,,,0.02924941379310345,,,,,0.03888641379310345,,,,0.012131666666666667,0.02029210344827586,0.0248681724137931,,,,,,,0.032284,,0.019068965517241382,,,0.027350560000000003,0.03359109523809524,,,,,,,,,,,,,,,,,,0.034348931034482756,,
Welby,39.838119,-104.94984,0.015352857142857142,0.022835750000000002,,0.03444906666666667,0.03639453333333333,,,,,,,,0.014972749999999998,,,0.0329432,0.0321334,0.036075866666666664,,,,0.021390366666666667,,,,,0.028927142857142856,0.035841200000000004,,0.03961335714285714,0.04198826666666667,,,0.023507866666666665,,0.016866666666666665,0.01971765,,,0.036419700000000006,0.03546214285714286,0.04361619230769231,,0.045390318181818184,0.03842093333333333,0.023972961538461537,0.01878925,0.01950895,0.02078925,0.027263115384615386,,0.04253916666666667,,0.04380769230769231,0.046258499999999994,0.047273071428571435,,,
Welby,39.838119,-104.94983999999998,,,,,,0.039466148148148146,0.04390329032258065,0.04120493548387097,,0.01874941935483871,,0.01695425925925926,,0.020713565217391306,,,,,0.03661861290322581,,0.03192533333333333,,0.015379913043478261,,,,,,0.03969885185185185,,,0.0460626129032258,,,,,,,,,,,0.051356806451612905,,,,,,,,0.03361109677419355,,0.04106209677419355,,,,,,
