,site_number,sample_measurement,sample_measurement,sample_measurement
,,daily_avg,daily_max,mda8
date_time,,,,
2020-02-22,0005,0.03375,0.048,0.043875
2020-02-23,0005,0.038,0.043,0.040375
2020-02-24,0005,0.041625,0.051,0.0475
2020-02-25,0005,0.03675,0.044,0.044625
2020-02-26,0005,0.03730434782608696,0.047,0.04575
2020-02-27,0005,0.044333333333333336,0.049,0.048125
2020-02-28,0005,0.03870833333333334,0.049,0.044875
2020-02-29,0005,0.034166666666666665,0.045,0.038125
2020-03-01,0005,0.03441666666666667,0.041,0.038250000000000006
2020-03-02,0005,0.034083333333333334,0.049,0.0475
2020-03-03,0005,0.03641666666666667,0.044,0.04575
2020-03-04,0005,0.03970833333333333,0.049,0.045625
2020-03-05,0005,0.034541666666666665,0.047,0.045625
2020-03-06,0005,0.03920833333333333,0.051,0.047624999999999994
2020-03-07,0005,0.04558333333333333,0.055,0.051625000000000004
2020-03-08,0005,0.042624999999999996,0.05,0.048
2020-03-09,0005,0.035458333333333335,0.048,0.042625
2020-03-10,0005,0.03779166666666667,0.046,0.045375
2020-03-11,0005,0.03875,0.05,0.046375
2020-03-12,0005,0.03341666666666667,0.044,0.039625
2020-03-13,0005,0.021521739130434783,0.031,0.029625000000000002
2020-03-14,0005,0.019416666666666665,0.029,0.024625
2020-03-15,0005,0.021083333333333332,0.035,0.028375
2020-03-16,0005,0.029130434782608697,0.051,0.04257142857142858
2020-03-17,0005,0.013,0.021,0.017875
2020-03-18,0005,0.03804166666666667,0.052,0.048249999999999994
2020-03-19,0005,0.02691666666666667,0.04,0.034625
2020-03-20,0005,0.028916666666666663,0.033,0.03125
2020-03-21,0005,0.04016666666666666,0.055,0.051
2020-03-22,0005,0.04370833333333333,0.053,0.051375
2020-03-23,0005,0.04421739130434782,0.053,0.050624999999999996
2020-03-24,0005,0.042416666666666665,0.056,0.051875
2020-03-25,0005,0.04454545454545455,0.054,0.052333333333333336
2020-03-26,0005,0.030708333333333334,0.042,0.047625
2020-03-27,0005,0.031,0.048,0.041625
2020-03-28,0005,0.04695833333333333,0.051,0.04875
2020-03-29,0005,0.044041666666666666,0.05,0.048375
2020-03-30,0005,0.037,0.048,0.045750000000000006
2020-03-31,0005,0.042166666666666665,0.054,0.050125
2020-04-01,0005,0.03920833333333333,0.052,0.04925
2020-04-02,0005,0.01904166666666667,0.027,0.03275
2020-04-03,0005,0.03125,0.047,0.042749999999999996
2020-04-04,0005,0.034416666666666665,0.049,0.043625
2020-04-05,0005,0.04145833333333333,0.049,0.047125
2020-04-06,0005,0.04408695652173913,0.055,0.0515
2020-04-07,0005,0.04604166666666667,0.06,0.05775
2020-04-08,0005,0.043166666666666666,0.051,0.0515
2020-04-09,0005,0.036875,0.054,0.049875
2020-04-10,0005,0.043041666666666666,0.054,0.052875
2020-04-11,0005,0.046250000000000006,0.057,0.053875
2020-04-12,0005,0.037125,0.042,0.040625
2020-04-13,0005,0.03691666666666667,0.044,0.041374999999999995
2020-04-14,0005,0.04373913043478261,0.052,0.05025
2020-04-15,0005,0.04041666666666666,0.049,0.047375
2020-04-16,0005,0.04145833333333333,0.053,0.049625
2020-04-17,0005,0.04429166666666667,0.055,0.052125
2020-04-18,0005,0.042583333333333334,0.054,0.047125
2020-04-19,0005,0.044125,0.059,0.0535
2020-04-20,0005,0.042333333333333334,0.054,0.052
2020-04-21,0005,0.04773913043478261,0.057,0.0545
2020-04-22,0005,0.04683333333333333,0.056,0.051500000000000004
2020-04-23,0005,0.04529166666666667,0.049,0.0465
2020-04-24,0005,0.03710526315789473,0.044,0.042874999999999996
2020-04-25,0005,0.04022727272727273,0.052,0.049125
2020-04-26,0005,0.0424090909090909,0.052,0.04675
2020-04-27,0005,0.04466666666666667,0.053,0.049875
2020-04-28,0005,0.04270833333333333,0.054,0.052500000000000005
2020-04-29,0005,0.044583333333333336,0.063,0.059125000000000004
2020-04-30,0005,0.03833333333333333,0.052,0.048749999999999995
2020-05-01,0005,0.043416666666666666,0.058,0.052875
2020-05-02,0005,0.03129166666666667,0.04,0.044500000000000005
2020-05-03,0005,0.03820833333333334,0.057,0.053625
2020-05-04,0005,0.04595833333333333,0.059,0.055625
2020-05-05,0005,0.04541666666666667,0.058,0.05650000000000001
2020-05-06,0005,0.04308695652173913,0.063,0.05675
2020-05-07,0005,0.04758333333333333,0.065,0.0605
2020-05-08,0005,0.04004166666666666,0.052,0.04825
2020-05-09,0005,0.04083333333333333,0.053,0.049
2020-05-10,0005,0.03891666666666666,0.053,0.04825
2020-05-11,0005,0.025652173913043478,0.035,0.04025
2020-05-12,0005,0.029375,0.055,0.0475
2020-05-13,0005,0.037625,0.053,0.050624999999999996
2020-05-14,0005,0.03841666666666667,0.052,0.0485
2020-05-15,0005,0.03904166666666667,0.051,0.048875
2020-05-16,0005,0.04,0.059,0.056625
2020-05-17,0005,0.040916666666666664,0.065,0.057249999999999995
2020-05-18,0005,0.043043478260869565,0.067,0.060500000000000005
2020-05-19,0005,0.04691666666666666,0.057,0.055125
2020-05-20,0005,0.04945833333333333,0.064,0.057
2020-05-21,0005,0.04624999999999999,0.06,0.05625
2020-05-22,0005,0.049125,0.061,0.057874999999999996
2020-05-23,0005,0.049999999999999996,0.062,0.059
2020-05-24,0005,0.03575,0.043,0.051125000000000004
2020-05-25,0005,0.03208333333333333,0.044,0.0415
2020-05-26,0005,0.03934782608695652,0.057,0.052625
2020-05-27,0005,0.03166666666666667,0.048,0.044125000000000004
2020-05-28,0005,0.036333333333333336,0.058,0.0505
2020-05-29,0005,0.03829166666666667,0.068,0.055625
2020-05-30,0005,0.036458333333333336,0.061,0.050499999999999996
2020-05-31,0005,0.034124999999999996,0.046,0.04125
2020-06-01,0005,0.03925,0.053,0.04775
2020-06-02,0005,0.04175,0.059,0.054875
2020-06-03,0005,0.03929166666666667,0.056,0.052125
2020-06-04,0005,0.03925,0.052,0.04525
2020-06-05,0005,0.04025,0.049,0.04625
2020-06-06,0005,0.04045833333333333,0.05,0.043125000000000004
2020-06-07,0005,0.03979166666666666,0.049,0.046
2020-06-08,0005,0.04413043478260869,0.053,0.050749999999999997
2020-06-09,0005,0.03908333333333334,0.047,0.04425
2020-06-10,0005,0.030958333333333334,0.042,0.03937500000000001
2020-06-11,0005,0.04345833333333333,0.059,0.0555
2020-06-12,0005,0.048666666666666664,0.058,0.05587500000000001
2020-06-13,0005,0.04441666666666667,0.069,0.054000000000000006
2020-06-14,0005,0.04895833333333333,0.06,0.057624999999999996
2020-06-15,0005,0.0568695652173913,0.07,0.064875
2020-06-16,0005,0.04604166666666667,0.052,0.05475
2020-06-17,0005,0.050499999999999996,0.081,0.072
2020-06-18,0005,0.037875,0.05,0.04775
2020-06-19,0005,0.0299,0.043,0.03966666666666666
2020-06-20,0005,0.040375,0.063,0.054875
2020-06-21,0005,0.034458333333333334,0.05,0.040999999999999995
2020-06-22,0005,0.043,0.064,0.06042857142857142
2020-06-23,0005,0.04058333333333333,0.063,0.056875
2020-06-24,0005,0.039375,0.059,0.052625
2020-06-25,0005,0.038875,0.052,0.04625
2020-06-26,0005,0.03791666666666667,0.056,0.0465
2020-06-27,0005,0.045500000000000006,0.065,0.060750000000000005
2020-06-28,0005,0.042916666666666665,0.052,0.049125
2020-06-29,0005,0.03945833333333333,0.045,0.043625
2020-06-30,0005,0.044782608695652176,0.062,0.057375
2020-07-01,0005,0.04804166666666667,0.059,0.0575
2020-07-02,0005,0.043041666666666666,0.062,0.0525
2020-07-03,0005,0.041833333333333333,0.061,0.055125
2020-07-04,0005,0.03666666666666667,0.058,0.0485
2020-07-05,0005,0.036375,0.051,0.04675
2020-07-06,0005,0.04039130434782609,0.055,0.049875
2020-07-07,0005,0.03858333333333334,0.048,0.043375
2020-07-08,0005,0.044500000000000005,0.067,0.061500000000000006
2020-07-09,0005,0.049708333333333334,0.074,0.06625
2020-07-10,0005,0.05445833333333333,0.072,0.068625
2020-07-11,0005,0.05170833333333333,0.074,0.0665
2020-07-12,0005,,,0.045
2020-07-13,0005,,,
2020-07-14,0005,0.0428,0.066,0.056125
2020-07-15,0005,0.035458333333333335,0.058,0.051625000000000004
2020-07-16,0005,0.033947368421052636,0.045,0.041666666666666664
2020-07-17,0005,0.04504166666666667,0.066,0.057374999999999995
2020-07-18,0005,0.044875,0.058,0.05375
2020-07-19,0005,0.04045833333333333,0.056,0.04825
2020-07-20,0005,0.04629166666666667,0.067,0.060875
2020-07-21,0005,0.04704166666666667,0.081,0.066625
2020-07-22,0005,0.040875,0.063,0.05275
2020-07-23,0005,0.04345833333333333,0.06,0.055875
2020-07-24,0005,0.043625,0.062,0.054875
2020-07-25,0005,0.03329166666666667,0.052,0.043625
2020-07-26,0005,0.035083333333333334,0.053,0.04625
2020-07-27,0005,0.03770833333333334,0.06,0.05575
2020-07-28,0005,0.03816666666666667,0.061,0.048875
2020-07-29,0005,0.040826086956521734,0.052,0.047875
2020-07-30,0005,0.038625,0.058,0.05375
2020-07-31,0005,0.04225,0.067,0.058875000000000004
2020-08-01,0005,0.04520833333333333,0.059,0.056125
2020-08-02,0005,0.04604166666666667,0.064,0.059250000000000004
2020-08-03,0005,0.04686956521739131,0.082,0.06675
2020-08-04,0005,0.047499999999999994,0.083,0.067625
2020-08-05,0005,0.04716666666666667,0.07,0.063375
2020-08-06,0005,0.043750000000000004,0.059,0.052375000000000005
2020-08-07,0005,0.04633333333333334,0.062,0.058625000000000003
2020-08-08,0005,0.050458333333333334,0.071,0.0655
2020-08-09,0005,0.052625,0.065,0.0625
2020-08-10,0005,0.05358333333333334,0.081,0.07012499999999999
2020-08-11,0005,0.04479166666666667,0.053,0.054625
2020-08-12,0005,0.04466666666666667,0.067,0.05675
2020-08-13,0005,0.051625000000000004,0.067,0.065125
2020-08-14,0005,0.048249999999999994,0.075,0.065125
2020-08-15,0005,0.04670833333333333,0.077,0.06425
2020-08-16,0005,0.050208333333333334,0.063,0.060125
2020-08-17,0005,0.05383333333333334,0.084,0.07387500000000001
2020-08-18,0005,0.05052173913043478,0.067,0.05828571428571429
2020-08-19,0005,0.04533333333333334,0.067,0.057875
2020-08-20,0005,0.047999999999999994,0.08,0.063625
2020-08-21,0005,0.06475,0.09,0.08375
2020-08-22,0005,0.06849999999999999,0.088,0.082625
2020-08-23,0005,0.07141666666666667,0.095,0.08499999999999999
2020-08-24,0005,0.06547826086956522,0.085,0.07650000000000001
2020-08-25,0005,0.06237500000000001,0.084,0.077125
2020-08-26,0005,0.06058333333333333,0.087,0.0765
2020-08-27,0005,0.05245833333333333,0.079,0.06962499999999999
2020-08-28,0005,0.043375,0.06,0.053
2020-08-29,0005,0.03641666666666667,0.055,0.050875
2020-08-30,0005,0.04945833333333333,0.059,0.054125
2020-08-31,0005,0.040791666666666664,0.059,0.050374999999999996
2020-09-01,0005,0.04066666666666666,0.068,0.0585
2020-09-02,0005,0.04745833333333333,0.069,0.063125
2020-09-03,0005,0.03819047619047619,0.058,0.05366666666666667
2020-09-04,0005,0.04529166666666667,0.073,0.06225
2020-09-05,0005,0.04579166666666667,0.054,0.0505
2020-09-06,0005,0.046375,0.064,0.055749999999999994
2020-09-07,0005,0.04454166666666667,0.072,0.063
2020-09-08,0005,0.016583333333333335,0.021,0.029
2020-09-09,0005,0.017416666666666667,0.022,0.020125
2020-09-10,0005,0.015666666666666666,0.024,0.021625000000000002
2020-09-11,0005,0.02908695652173913,0.05,0.044
2020-09-12,0005,0.040125,0.06,0.053625
2020-09-13,0005,0.04416666666666667,0.057,0.053625
2020-09-14,0005,0.042913043478260866,0.055,0.051125
2020-09-15,0005,0.044250000000000005,0.061,0.053375
2020-09-16,0005,0.05054166666666667,0.072,0.064375
2020-09-17,0005,0.04570833333333333,0.059,0.05425
2020-09-18,0005,0.04591666666666667,0.061,0.055125
2020-09-19,0005,0.04670833333333333,0.057,0.052875
2020-09-20,0005,0.045875,0.062,0.053
2020-09-21,0005,0.0458695652173913,0.064,0.055375
2020-09-22,0005,0.046125,0.055,0.052875
2020-09-23,0005,0.04691666666666666,0.062,0.055875
2020-09-24,0005,0.048666666666666664,0.065,0.058625
2020-09-25,0005,0.045125,0.071,0.05625
2020-09-26,0005,0.03808333333333334,0.05,0.046875
2020-09-27,0005,0.03025,0.041,0.03725
2020-09-28,0005,0.0355,0.048,0.04375
2020-09-29,0005,0.03758333333333334,0.048,0.04225
2020-09-30,0005,0.03539130434782609,0.054,0.047125
2020-10-01,0005,0.03158333333333333,0.046,0.042624999999999996
2020-10-02,0005,0.040625,0.06,0.05425
2020-10-03,0005,0.03625,0.05,0.044375
2020-10-04,0005,0.041541666666666664,0.051,0.047875
2020-10-05,0005,0.03970833333333333,0.047,0.045125
2020-10-06,0005,0.043833333333333335,0.063,0.053125
2020-10-07,0005,0.05520833333333333,0.081,0.07075000000000001
2020-10-08,0005,0.050916666666666666,0.069,0.060125
2020-10-09,0005,0.03575,0.051,0.047
2020-10-10,0005,0.04491666666666667,0.068,0.057
2020-10-11,0005,0.041874999999999996,0.051,0.048125
2020-10-12,0005,0.04025,0.051,0.046875
2020-10-13,0005,0.036782608695652176,0.045,0.042749999999999996
2020-10-14,0005,0.0325,0.04,0.0355
2020-10-15,0005,0.03154166666666667,0.046,0.038250000000000006
2020-10-16,0005,0.02766666666666667,0.039,0.035125
2020-10-17,0005,0.02791666666666667,0.034,0.032125
2020-10-18,0005,0.014416666666666666,0.024,0.023
2020-10-19,0005,0.011217391304347827,0.035,0.023142857142857142
2020-10-20,0005,0.024166666666666666,0.037,0.02925
2020-10-21,0005,0.018,0.032,0.024875
2020-10-22,0005,0.015583333333333333,0.037,0.02625
2020-10-23,0005,0.014083333333333335,0.022,0.020999999999999998
2020-10-24,0005,0.010208333333333333,0.024,0.017
2020-10-25,0005,0.025958333333333333,0.033,0.031125
2020-10-26,0005,0.024499999999999997,0.03,0.030250000000000003
2020-10-27,0005,0.04045833333333333,0.052,0.047375
2020-10-28,0005,0.029782608695652177,0.041,0.039875
2020-10-29,0005,0.02341666666666667,0.035,0.029750000000000002
2020-10-30,0005,0.025916666666666668,0.037,0.03175
2020-10-31,0005,0.027625,0.037,0.03425
2020-11-01,0005,0.030583333333333334,0.043,0.036875
2020-11-02,0005,0.0315,0.042,0.036750000000000005
2020-11-03,0005,0.026708333333333334,0.034,0.03225
2020-11-04,0005,0.03375,0.042,0.0405
2020-11-05,0005,0.03258333333333333,0.045,0.038625
2020-11-06,0005,0.029666666666666664,0.041,0.035250000000000004
2020-11-07,0005,0.035625,0.04,0.03875
2020-11-08,0005,0.047875,0.055,0.053375
2020-11-09,0005,0.018541666666666668,0.048,0.0495
2020-11-10,0005,0.02734782608695652,0.044,0.04014285714285715
2020-11-11,0005,0.029249999999999998,0.038,0.03525
2020-11-12,0005,0.028208333333333335,0.043,0.03725
2020-11-13,0005,0.03728571428571429,0.047,0.041
2020-11-14,0005,0.042090909090909095,0.046,0.04583333333333334
2020-11-15,0005,0.032,0.038,0.04
2020-11-16,0005,0.026090909090909095,0.036,0.031625
2020-11-17,0005,0.027782608695652175,0.037,0.032375
2020-11-18,0005,0.022521739130434783,0.031,0.028249999999999997
2020-11-19,0005,0.024833333333333332,0.034,0.031375
2020-11-20,0005,0.027000000000000003,0.036,0.034
2020-11-21,0005,0.021583333333333333,0.03,0.030875
2020-11-22,0005,0.023333333333333334,0.036,0.033125
2020-11-23,0005,0.015478260869565217,0.028,0.02325
2020-11-24,0005,0.031125,0.04,0.03825
2020-11-25,0005,0.030833333333333334,0.038,0.035125
2020-11-26,0005,0.03183333333333333,0.042,0.03925
2020-11-27,0005,0.02729166666666667,0.036,0.031000000000000003
2020-11-28,0005,0.03325,0.04,0.038
2020-11-29,0005,0.030333333333333334,0.039,0.03625
2020-11-30,0005,0.03365217391304348,0.043,0.03685714285714286
2020-12-01,0005,0.034249999999999996,0.041,0.038125
2020-12-02,0005,0.027333333333333334,0.035,0.030875
2020-12-03,0005,0.03725,0.045,0.040875
2020-12-04,0005,0.031208333333333334,0.042,0.03900000000000001
2020-12-05,0005,0.033,0.041,0.03675
2020-12-06,0005,0.03345833333333333,0.041,0.036
2020-12-07,0005,0.03517391304347826,0.041,0.03685714285714286
2020-12-08,0005,0.031375,0.041,0.040375
2020-12-09,0005,0.032,0.043,0.040125
2020-12-10,0005,0.022750000000000003,0.036,0.034499999999999996
2020-12-11,0005,0.018625,0.023,0.021625
2020-12-12,0005,0.018166666666666668,0.031,0.02375
2020-12-13,0005,0.02345833333333333,0.037,0.030625
2020-12-14,0005,0.017916666666666668,0.039,0.031875
2020-12-15,0005,0.02420833333333333,0.036,0.03225
2020-12-16,0005,0.03775,0.043,0.041375
2020-12-17,0005,0.029894736842105266,0.04,0.0375
2020-12-18,0005,0.02456521739130435,0.037,0.035625000000000004
2020-12-19,0005,0.036583333333333336,0.046,0.0435
2020-12-20,0005,0.03304166666666667,0.04,0.0405
2020-12-21,0005,0.0255,0.032,0.031625
2020-12-22,0005,0.031,0.043,0.040625
2020-12-23,0005,0.036458333333333336,0.041,0.040999999999999995
2020-12-24,0005,0.040875,0.043,0.04225
2020-12-25,0005,0.036458333333333336,0.043,0.039375
2020-12-26,0005,0.031208333333333334,0.044,0.0335
2020-12-27,0005,0.038875,0.041,0.040625
2020-12-28,0005,0.019782608695652175,0.03,0.035124999999999997
2020-12-29,0005,0.015166666666666667,0.026,0.022
2020-12-30,0005,0.030166666666666665,0.042,0.035875
2020-12-31,0005,0.019666666666666666,0.032,0.025124999999999998
2018-01-01,0006,0.013166666666666667,0.026,0.021875
2018-01-02,0006,0.03095744680851064,0.05,0.04475
2018-01-03,0006,0.03641304347826087,0.049,0.04442857142857143
2018-01-04,0006,0.035875,0.047,0.044875000000000005
2018-01-05,0006,0.036,0.046,0.042499999999999996
2018-01-06,0006,0.029562500000000002,0.045,0.041624999999999995
2018-01-07,0006,0.03125,0.046,0.042499999999999996
2018-01-08,0006,0.030812500000000003,0.047,0.036375
2018-01-09,0006,0.036333333333333336,0.043,0.03875
2018-01-10,0006,0.03308333333333333,0.044,0.040375
2018-01-11,0006,0.03370833333333333,0.049,0.04375
2018-01-12,0006,0.0333125,0.047,0.042
2018-01-13,0006,0.034354166666666665,0.048,0.04675
2018-01-14,0006,0.031875,0.047,0.042124999999999996
2018-01-15,0006,0.036583333333333336,0.045,0.042375
2018-01-16,0006,0.03285106382978723,0.046,0.040375
2018-01-17,0006,0.035020833333333334,0.047,0.043000000000000003
2018-01-18,0006,0.03977083333333333,0.05,0.0445
2018-01-19,0006,0.037875,0.045,0.041125
2018-01-20,0006,0.030354166666666668,0.04,0.038125
2018-01-21,0006,0.0376875,0.045,0.042624999999999996
2018-01-22,0006,0.0406875,0.049,0.045375
2018-01-23,0006,0.04172916666666667,0.05,0.047375
2018-01-24,0006,0.0418125,0.049,0.045375
2018-01-25,0006,0.040916666666666664,0.05,0.046625
2018-01-26,0006,0.03910416666666667,0.046,0.044
2018-01-27,0006,0.04311111111111111,0.05,0.04650000000000001
2018-01-28,0006,0.038375,0.048,0.043125
2018-01-29,0006,0.03623913043478261,0.048,0.044833333333333336
2018-01-30,0006,0.042541666666666665,0.049,0.04575
2018-01-31,0006,0.035108695652173914,0.047,0.043000000000000003
2018-02-01,0006,0.035020833333333334,0.045,0.041
2018-02-02,0006,0.023799999999999998,0.044,0.035375
2018-02-03,0006,0.043812500000000004,0.052,0.050749999999999997
2018-02-04,0006,0.023020833333333334,0.051,0.046125
2018-02-05,0006,0.03384444444444444,0.047,0.042166666666666665
2018-02-06,0006,0.029145833333333333,0.047,0.041874999999999996
2018-02-07,0006,0.035604166666666666,0.048,0.043875
2018-02-08,0006,0.0395625,0.044,0.042125
2018-02-09,0006,0.023382978723404255,0.042,0.039375
2018-02-10,0006,0.024249999999999997,0.033,0.0275
2018-02-11,0006,0.03779166666666667,0.048,0.044625
2018-02-12,0006,0.027404255319148935,0.039,0.035
2018-02-13,0006,0.034333333333333334,0.047,0.0435
2018-02-14,0006,0.042124999999999996,0.053,0.050124999999999996
2018-02-15,0006,0.03726190476190476,0.049,0.04650000000000001
2018-02-16,0006,0.03122916666666667,0.053,0.040374999999999994
2018-02-17,0006,0.0431875,0.049,0.048
2018-02-18,0006,0.043791666666666666,0.054,0.05225
2018-02-19,0006,0.03252083333333333,0.035,0.034
2018-02-20,0006,0.034297872340425535,0.046,0.040375
2018-02-21,0006,0.034541666666666665,0.046,0.044375
2018-02-22,0006,0.034291666666666665,0.049,0.04075
2018-02-23,0006,0.04089583333333333,0.054,0.048999999999999995
2018-02-24,0006,0.041937499999999996,0.051,0.050625
2018-02-25,0006,0.04602083333333334,0.051,0.049625
2018-02-26,0006,0.04519148936170213,0.053,0.048999999999999995
2018-02-27,0006,0.04195833333333333,0.051,0.048625
2018-02-28,0006,0.04297916666666667,0.056,0.051750000000000004
2018-03-01,0006,0.038375,0.051,0.04575
2018-03-02,0006,0.042124999999999996,0.048,0.045625
2018-03-03,0006,0.0445625,0.052,0.0495
2018-03-04,0006,0.04927083333333334,0.061,0.05375
2018-03-05,0006,0.047375,0.051,0.05025
2018-03-06,0006,0.044625,0.052,0.050749999999999997
2018-03-07,0006,0.041312499999999995,0.053,0.0505
2018-03-08,0006,0.04610416666666667,0.053,0.052125
2018-03-09,0006,0.04589583333333333,0.052,0.050375
2018-03-10,0006,0.04539583333333333,0.053,0.050499999999999996
2018-03-11,0006,0.04454166666666667,0.057,0.05575
2018-03-12,0006,0.04441666666666667,0.054,0.052125000000000005
2018-03-13,0006,0.042437499999999996,0.057,0.05325
2018-03-14,0006,0.049666666666666665,0.062,0.060875
2018-03-15,0006,0.04661702127659574,0.06,0.055
2018-03-16,0006,0.044770833333333336,0.057,0.054625
2018-03-17,0006,0.04585106382978723,0.055,0.0535
2018-03-18,0006,0.04297916666666667,0.05,0.048625
2018-03-19,0006,0.04225,0.053,0.04975
2018-03-20,0006,0.0469375,0.056,0.05375
2018-03-21,0006,0.0449375,0.054,0.05075
2018-03-22,0006,0.03960416666666667,0.05,0.047875
2018-03-23,0006,0.03785416666666667,0.055,0.050875
2018-03-24,0006,0.04245833333333333,0.057,0.0535
2018-03-25,0006,0.03822916666666667,0.055,0.05125
2018-03-26,0006,0.03376595744680851,0.047,0.045625
2018-03-27,0006,0.044500000000000005,0.055,0.052875
2018-03-28,0006,0.037088888888888887,0.051,0.041875
2018-03-29,0006,0.04404255319148936,0.053,0.050249999999999996
2018-03-30,0006,0.044229166666666674,0.054,0.05075
2018-03-31,0006,0.03808695652173913,0.054,0.049499999999999995
2018-04-01,0006,0.03195833333333333,0.047,0.043875
2018-04-02,0006,0.04927083333333334,0.062,0.0595
2018-04-03,0006,0.050958333333333335,0.06,0.05825
2018-04-04,0006,0.04852083333333334,0.061,0.057125
2018-04-05,0006,0.0471063829787234,0.053,0.051375000000000004
2018-04-06,0006,0.033979166666666664,0.042,0.038375
2018-04-07,0006,0.030833333333333334,0.044,0.040625
2018-04-08,0006,0.04777083333333334,0.059,0.05675
2018-04-09,0006,0.04048936170212766,0.05,0.048375
2018-04-10,0006,0.04904166666666667,0.059,0.056375
2018-04-11,0006,0.05291111111111112,0.059,0.057857142857142864
2018-04-12,0006,0.045395348837209304,0.06,0.054375
2018-04-13,0006,0.04683333333333333,0.06,0.053375000000000006
2018-04-14,0006,0.047375,0.056,0.055
2018-04-15,0006,0.04435416666666667,0.063,0.0575
2018-04-16,0006,0.042666666666666665,0.058,0.053625
2018-04-17,0006,0.0588125,0.08,0.07062500000000001
2018-04-18,0006,0.04797916666666666,0.058,0.05650000000000001
2018-04-19,0006,0.046625,0.057,0.053625
2018-04-20,0006,0.04004347826086957,0.05,0.04625
2018-04-21,0006,0.03321276595744681,0.042,0.040375
2018-04-22,0006,0.043812500000000004,0.065,0.06225
2018-04-23,0006,0.043145833333333335,0.059,0.056125
2018-04-24,0006,0.0385,0.046,0.044
2018-04-25,0006,0.0475625,0.065,0.06275
2018-04-26,0006,0.05131914893617021,0.064,0.063375
2018-04-27,0006,0.057041666666666664,0.073,0.069625
2018-04-28,0006,0.054127659574468086,0.079,0.06742857142857142
2018-04-29,0006,0.052645833333333336,0.06,0.05725
2018-04-30,0006,0.050895833333333335,0.072,0.066
2018-05-01,0006,0.045375,0.063,0.058125
2018-05-02,0006,0.0389047619047619,0.048,0.044500000000000005
2018-05-03,0006,0.03997916666666667,0.045,0.042249999999999996
2018-05-04,0006,0.04835416666666667,0.067,0.061375
2018-05-05,0006,0.051617021276595745,0.064,0.060375000000000005
2018-05-06,0006,0.05316666666666667,0.071,0.065125
2018-05-07,0006,0.050145833333333334,0.063,0.0595
2018-05-08,0006,0.05570212765957447,0.072,0.067875
2018-05-09,0006,0.052833333333333336,0.073,0.06899999999999999
2018-05-10,0006,0.04785416666666667,0.069,0.0625
2018-05-11,0006,0.04075,0.063,0.055625
2018-05-12,0006,0.0245625,0.04,0.0325
2018-05-13,0006,0.0233125,0.041,0.031625
2018-05-14,0006,0.039375,0.057,0.053
2018-05-15,0006,0.04770833333333333,0.072,0.061625
2018-05-16,0006,0.05051063829787234,0.071,0.064625
2018-05-17,0006,0.053234042553191495,0.071,0.06725
2018-05-18,0006,0.04697916666666666,0.061,0.053625
2018-05-19,0006,0.04220833333333333,0.049,0.047
2018-05-20,0006,0.036375,0.047,0.042749999999999996
2018-05-21,0006,0.04666666666666667,0.066,0.06325
2018-05-22,0006,0.05358333333333334,0.079,0.06974999999999999
2018-05-23,0006,0.053510638297872344,0.072,0.06657142857142857
2018-05-24,0006,0.05645833333333333,0.072,0.06999999999999999
2018-05-25,0006,0.06214583333333334,0.079,0.07300000000000001
2018-05-26,0006,0.057375,0.078,0.06875
2018-05-27,0006,0.04702083333333334,0.06,0.055875
2018-05-28,0006,0.04829166666666667,0.066,0.048857142857142856
2018-05-29,0006,0.054421052631578946,0.071,0.066
2018-05-30,0006,0.053681818181818185,0.069,0.06683333333333334
2018-05-31,0006,0.05408333333333334,0.068,0.063875
2018-06-01,0006,0.05529166666666666,0.068,0.064375
2018-06-02,0006,0.05823404255319149,0.075,0.06987499999999999
2018-06-03,0006,0.051229166666666666,0.062,0.0575
2018-06-04,0006,0.053875,0.071,0.061875
2018-06-05,0006,0.058499999999999996,0.07,0.0675
2018-06-06,0006,0.05602083333333333,0.076,0.07025
2018-06-07,0006,0.04847916666666666,0.061,0.05675
2018-06-08,0006,0.048729166666666664,0.059,0.056
2018-06-09,0006,0.051354166666666666,0.074,0.064625
2018-06-10,0006,0.04845833333333333,0.061,0.056625
2018-06-11,0006,0.04889583333333333,0.071,0.061375
2018-06-12,0006,0.05460416666666667,0.079,0.07075000000000001
2018-06-13,0006,0.054553191489361705,0.104,0.075125
2018-06-14,0006,0.04654166666666667,0.066,0.05575
2018-06-15,0006,0.04845833333333333,0.065,0.059125000000000004
2018-06-16,0006,0.04814583333333333,0.074,0.066
2018-06-17,0006,0.03321428571428572,0.048,0.041624999999999995
2018-06-18,0006,0.03359090909090909,0.057,0.052875
2018-06-19,0006,0.04351111111111111,0.06,0.053875
2018-06-20,0006,0.04604166666666667,0.07,0.06625
2018-06-21,0006,0.04858333333333333,0.077,0.068125
2018-06-22,0006,0.04520833333333333,0.058,0.054375
2018-06-23,0006,0.049520833333333326,0.068,0.064125
2018-06-24,0006,0.04870833333333333,0.061,0.04828571428571428
2018-06-25,0006,0.05175,0.069,
2018-06-26,0006,0.0575,0.071,0.066
2018-06-27,0006,0.05423255813953488,0.069,0.06485714285714286
2018-06-28,0006,0.0525531914893617,0.069,0.06275
2018-06-29,0006,0.05477083333333333,0.075,0.06875
2018-06-30,0006,0.044104166666666667,0.056,0.053625
2018-07-01,0006,0.052395833333333336,0.075,0.071625
2018-07-02,0006,0.05375,0.068,0.066
